交易日期,市場名稱,成交頭數-總數,成交頭數-平均重量,成交頭數-平均價格,規格豬(75公斤以上)-頭數,規格豬(75公斤以上)-平均重量,規格豬(75公斤以上)-平均價格,75公斤以下-頭數,75公斤以下-平均重量,75公斤以下-平均價格,75(含)-95(不含)-頭數,75(含)-95(不含)-平均重量,75(含)-95(不含)-平均價格,95(含)-115(含)-頭數,95(含)-115(含)-平均重量,95(含)-115(含)-平均價格,115(含)-135(不含)-頭數,115(含)-135(不含)-平均重量,115(含)-135(不含)-平均價格,135(含)-155(不含)-頭數,135(含)-155(不含)-平均重量,135(含)-155(不含)-平均價格,155公斤以上-頭數,155公斤以上-平均重量,155公斤以上-平均價格,淘汰種豬-頭數,淘汰種豬-平均重量,淘汰種豬-平均價格,其他豬-頭數,其他豬-平均重量,其他豬-平均價格,冷凍廠-頭數,冷凍廠-平均重量,冷凍廠-平均價格,成交總數(不含冷凍廠)-頭數,成交總數(不含冷凍廠)-平均重量,成交總數(不含冷凍廠)-平均價格
1100301,嘉義市,804,124.75,69.16,776,124.25,69.64,2,67.40,33.38,8,92.00,64.40,168,107.25,68.84,463,125.12,70.54,145,141.18,67.80,13,161.31,64.44,4,200.05,39.20,1,110.20,35.00,168,125.80,63.78,636,124.47,70.60
1100301,南投縣,1630,125.79,67.14,1570,125.18,67.60,0,0.00,0.00,0,0.00,0.00,335,108.97,67.50,929,125.66,67.88,306,141.45,66.94,26,158.96,64.76,0,0.00,0.00,34,128.79,48.69,488,127.10,64.33,1142,125.23,68.36
1100301,彰化縣,1937,119.67,67.85,1750,121.29,68.86,13,59.85,33.22,92,89.26,59.55,548,105.28,69.40,883,123.79,69.24,319,141.88,67.25,17,159.91,64.35,6,183.00,53.84,59,113.99,53.79,334,128.37,64.60,1603,117.85,68.59
1100301,台中大安,1507,121.35,69.68,1453,121.72,69.94,0,0.00,0.00,29,90.20,62.68,453,107.90,69.29,799,124.50,70.21,201,141.80,70.10,1,159.00,66.20,6,165.90,68.10,18,124.60,58.29,132,126.20,65.99,1375,120.88,70.05
1100301,台中市,1600,123.00,77.34,1568,123.08,77.48,0,0.00,0.00,19,89.55,75.30,401,107.88,79.31,925,124.74,78.02,242,141.90,73.36,13,162.50,65.93,0,0.00,0.00,0,0.00,0.00,10,133.95,64.52,1590,122.93,77.42
1100301,苗栗縣,709,139.78,73.42,680,140.00,73.64,0,0.00,0.00,1,91.00,58.00,43,108.24,70.09,241,126.95,72.98,279,145.02,75.64,117,166.61,71.38,0,0.00,0.00,28,136.18,68.23,36,127.01,64.00,673,140.47,73.87
1100301,桃園市,2460,138.58,73.72,2072,133.95,73.95,0,0.00,0.00,14,88.50,60.80,139,108.10,73.60,879,126.70,74.20,1054,143.40,73.80,357,165.80,74.00,17,172.80,52.00,0,0.00,0.00,105,141.40,63.60,2355,138.45,74.18
1100301,新竹縣,835,140.47,72.97,761,140.15,74.56,0,0.00,0.00,6,92.20,60.23,98,109.40,67.49,213,126.60,73.01,290,144.90,75.25,160,168.40,77.84,16,200.00,43.04,52,132.50,63.39,115,127.30,62.50,720,142.58,74.47
1100301,新北市,3180,130.29,69.00,3000,128.90,69.39,4,64.55,28.11,20,89.20,56.89,381,108.55,68.35,1647,125.71,70.28,972,142.29,68.36,156,164.00,64.39,0,0.00,0.00,0,0.00,0.00,325,128.86,60.81,2855,130.46,69.92
1100225,花蓮縣,446,133.84,73.94,446,133.84,73.94,0,0.00,0.00,0,0.00,0.00,41,109.73,71.52,220,126.83,74.82,150,143.98,73.93,35,162.69,71.54,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,446,133.84,73.94
1100225,台東縣,256,121.56,72.27,250,121.40,72.55,0,0.00,0.00,3,91.00,64.65,89,108.49,72.31,128,125.47,73.30,33,140.45,70.48,0,0.00,0.00,3,164.83,59.28,0,0.00,0.00,0,0.00,0.00,256,121.56,72.27
1100225,屏東縣,1660,124.72,67.56,1560,124.90,68.16,0,0.00,0.00,27,89.44,64.35,356,108.86,68.92,886,125.19,68.39,318,142.06,66.96,36,161.29,63.81,12,149.62,48.24,25,86.92,42.60,328,130.27,64.54,1332,123.35,68.34
1100225,澎湖縣,121,124.60,73.51,1,115.10,87.33,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,115.10,87.33,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,120,124.68,73.40,0,0.00,0.00,121,124.60,73.51
1100225,高雄旗山,260,121.19,69.72,256,121.35,69.93,0,0.00,0.00,1,88.50,40.60,75,109.67,67.14,152,123.79,70.81,29,138.78,71.51,1,158.00,59.20,0,0.00,0.00,2,98.25,58.10,47,121.66,62.02,213,121.08,71.43
1100225,高雄鳳山,1658,126.69,68.01,1577,126.18,68.51,0,0.00,0.00,13,91.22,59.27,276,108.57,67.40,954,125.51,68.83,347,142.01,68.40,38,163.18,63.68,1,191.40,34.00,29,120.71,52.43,429,126.24,63.18,1229,126.85,69.69
1100225,高雄岡山,1305,127.94,67.24,1228,126.63,67.62,0,0.00,0.00,15,90.90,64.45,248,108.00,66.43,657,125.90,68.27,323,142.40,67.13,62,162.90,61.82,0,0.00,0.00,0,0.00,0.00,545,130.20,64.27,760,126.32,69.43
1100225,高雄市,849,122.02,67.07,810,122.54,67.60,0,0.00,0.00,5,86.60,61.80,213,107.92,67.61,472,124.31,68.07,125,140.77,66.00,3,159.83,56.54,0,0.00,0.00,31,110.35,54.00,276,125.21,63.86,573,120.48,68.68
1100225,臺南市,562,123.94,66.90,537,124.08,67.74,1,74.00,5.59,7,88.64,62.21,113,108.86,69.25,329,124.32,67.66,95,141.33,66.61,3,159.00,58.81,6,149.33,40.52,8,119.50,44.86,116,129.41,63.26,446,122.51,67.90
1100225,臺南安南,1248,124.67,68.26,1226,124.46,68.41,1,53.00,10.00,6,89.17,58.34,285,108.99,69.00,722,125.46,68.78,219,141.32,66.72,15,160.20,62.24,0,0.00,0.00,0,0.00,0.00,263,130.36,62.99,985,123.15,69.75
1100225,雲林縣,2750,122.47,65.47,2580,122.44,65.98,2,72.75,58.79,63,88.29,64.96,712,108.73,66.65,1522,124.55,66.14,346,141.37,64.33,39,162.98,63.70,0,0.00,0.00,66,133.86,48.72,798,125.65,62.41,1952,121.17,66.77
1100225,嘉義縣,773,119.26,67.34,703,122.61,68.04,0,0.00,0.00,53,87.40,61.70,192,108.50,68.20,421,124.50,68.50,90,143.90,65.90,0,0.00,0.00,0,0.00,0.00,17,79.70,42.60,153,127.10,64.00,620,117.32,68.24
1100225,嘉義市,843,123.73,70.22,828,123.86,70.38,1,69.00,10.41,7,91.91,60.77,212,108.40,71.01,458,124.91,71.07,158,141.54,67.95,5,163.48,69.77,0,0.00,0.00,2,111.10,46.47,144,126.04,63.33,699,123.25,71.67
1100225,南投縣,1530,122.31,67.46,1496,122.20,67.72,0,0.00,0.00,2,91.25,61.51,371,109.56,66.69,966,123.96,67.80,159,140.98,69.15,9,165.06,69.06,0,0.00,0.00,23,115.33,49.38,388,120.93,64.03,1142,122.77,68.61
1100225,彰化縣,1955,123.37,69.01,1884,123.37,69.34,4,60.00,27.50,21,91.45,66.24,453,107.03,71.10,1075,124.05,69.58,356,142.10,67.02,18,160.36,62.27,6,187.58,53.24,22,117.86,59.24,299,131.36,64.13,1656,121.93,69.95
1100225,台中大安,1532,125.66,68.94,1449,125.09,69.45,0,0.00,0.00,21,89.90,63.72,340,108.50,70.89,783,125.00,69.73,326,142.60,67.72,22,157.40,63.18,21,165.30,63.54,19,128.60,51.10,185,132.40,63.40,1347,124.74,69.75
1100225,台中市,1929,122.01,68.68,1873,121.76,69.01,0,0.00,0.00,25,89.48,61.87,569,108.32,71.40,1059,124.38,68.98,245,141.67,64.86,31,162.94,56.77,0,0.00,0.00,0,0.00,0.00,241,125.40,60.43,1688,121.52,69.89
1100225,苗栗縣,807,140.73,74.18,770,140.84,74.29,0,0.00,0.00,0,0.00,0.00,22,111.25,72.20,300,127.06,72.57,315,144.27,75.95,133,168.71,74.08,0,0.00,0.00,37,138.45,71.79,41,127.21,58.01,766,141.46,74.96
1100225,桃園市,2600,135.04,71.90,2268,130.65,72.13,0,0.00,0.00,13,90.40,69.50,216,107.30,71.20,1160,125.50,72.40,892,143.00,72.00,299,167.30,72.00,20,180.00,52.00,0,0.00,0.00,125,137.10,62.20,2475,134.94,72.40
1100225,新竹縣,901,139.00,73.49,843,138.49,74.48,0,0.00,0.00,2,90.00,59.94,53,109.70,70.95,334,126.50,74.17,316,144.20,74.62,140,165.10,75.67,6,234.40,38.31,50,138.10,64.18,52,132.50,61.60,849,139.40,74.18
1100225,宜蘭縣,522,126.64,79.13,522,126.64,79.13,0,0.00,0.00,0,0.00,0.00,94,109.53,73.45,308,125.33,78.89,114,142.38,82.88,6,162.58,85.97,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,522,126.64,79.13
1100225,新北市,3302,131.67,72.04,3096,129.87,72.21,1,74.40,37.00,15,90.49,63.24,371,108.99,72.12,1614,125.85,72.72,1111,142.67,71.57,190,164.55,70.31,0,0.00,0.00,0,0.00,0.00,231,130.79,60.28,3071,131.73,72.91
1100224,花蓮縣,432,129.38,73.65,432,129.38,73.65,0,0.00,0.00,0,0.00,0.00,54,109.39,68.98,250,126.20,74.22,116,142.41,74.56,12,159.67,70.91,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,432,129.38,73.65
1100224,台東縣,234,120.88,70.18,232,120.48,70.26,0,0.00,0.00,0,0.00,0.00,72,109.11,70.19,141,123.63,70.36,19,140.18,69.79,0,0.00,0.00,2,167.00,63.31,0,0.00,0.00,0,0.00,0.00,234,120.88,70.18
1100224,屏東縣,1642,125.33,67.15,1541,126.15,67.67,1,74.00,51.79,43,86.27,61.57,322,107.78,68.89,853,125.84,67.93,366,143.03,66.31,30,159.58,64.31,4,162.25,54.41,23,94.93,41.17,416,130.98,64.65,1226,123.42,68.05
1100224,高雄旗山,291,127.28,69.34,286,127.02,69.60,0,0.00,0.00,2,89.50,57.03,37,107.77,68.59,188,126.00,69.93,61,141.82,69.18,3,177.33,55.78,0,0.00,0.00,0,0.00,0.00,40,130.29,62.94,251,126.80,70.39
1100224,高雄鳳山,1498,129.71,69.12,1400,128.79,69.73,0,0.00,0.00,4,90.30,65.47,192,109.15,69.56,751,125.43,70.37,457,142.57,68.85,53,161.09,63.24,1,126.20,20.00,40,124.20,58.63,362,130.84,64.50,1136,129.35,70.61
1100224,高雄岡山,1642,126.85,67.74,1543,125.74,68.12,2,69.30,39.86,24,88.30,58.10,316,108.80,67.11,864,124.90,68.46,363,142.50,68.08,73,164.60,63.62,0,0.00,0.00,0,0.00,0.00,686,126.50,64.58,956,127.11,70.00
1100224,高雄市,958,118.40,66.63,928,118.56,67.03,0,0.00,0.00,5,89.20,55.54,373,107.86,67.05,465,122.80,67.72,90,141.02,63.90,4,157.75,47.35,0,0.00,0.00,21,110.57,54.98,339,120.10,64.22,619,117.46,67.98
1100224,臺南市,534,126.20,67.84,523,125.88,68.22,0,0.00,0.00,0,0.00,0.00,86,110.03,70.00,329,125.05,68.61,108,141.02,66.06,6,159.25,56.92,0,0.00,0.00,5,119.90,43.63,150,130.65,64.51,384,124.46,69.21
1100224,臺南安南,1361,125.25,68.70,1311,125.12,69.14,6,63.92,28.39,15,88.30,62.10,282,107.80,69.73,740,125.17,69.86,289,141.88,67.09,27,161.35,59.55,2,186.50,46.69,0,0.00,0.00,279,129.44,64.38,1082,124.17,69.86
1100224,雲林縣,2936,119.43,66.75,2735,120.40,67.29,0,0.00,0.00,106,88.99,63.41,969,108.15,67.78,1449,123.78,67.47,317,142.40,65.41,27,162.15,64.45,0,0.00,0.00,68,111.03,49.06,754,122.23,63.62,2182,118.47,67.87
1100224,嘉義縣,867,121.00,67.79,830,122.06,68.08,0,0.00,0.00,25,90.90,66.30,262,108.50,69.10,455,124.60,68.40,113,143.30,65.20,0,0.00,0.00,0,0.00,0.00,12,109.90,48.00,210,130.00,64.80,657,118.12,68.85
1100224,嘉義市,828,124.60,69.19,801,124.38,69.49,2,58.20,21.86,8,90.25,62.60,178,108.44,70.45,472,125.05,70.22,151,141.07,66.60,16,158.81,63.41,1,165.00,38.00,0,0.00,0.00,173,128.80,63.71,655,123.50,70.70
1100224,南投縣,1569,120.92,68.04,1507,121.41,68.62,0,0.00,0.00,5,92.10,62.22,467,108.61,67.47,850,123.91,69.13,190,141.72,68.79,9,159.72,63.39,0,0.00,0.00,48,101.08,48.20,366,122.64,64.79,1203,120.39,69.05
1100224,彰化縣,2134,121.87,68.16,2014,122.32,68.69,9,62.56,27.02,36,90.15,61.84,534,107.14,70.71,1149,123.67,68.77,331,142.11,65.98,25,160.02,62.09,4,179.88,60.14,46,113.03,57.13,377,130.55,64.30,1757,120.01,69.06
1100224,台中大安,1484,122.44,69.87,1416,122.29,70.28,0,0.00,0.00,15,90.70,65.87,434,108.80,70.22,768,124.50,70.66,214,141.70,69.18,9,157.40,71.67,4,163.90,64.48,40,127.80,57.04,148,128.10,64.79,1336,121.82,70.46
1100224,台中市,1988,121.32,70.09,1922,122.05,70.70,12,67.88,25.55,24,89.35,58.75,544,108.84,74.75,1152,124.67,70.00,226,140.53,66.35,10,162.85,57.24,0,0.00,0.00,20,100.00,39.30,155,129.73,62.10,1833,120.60,70.82
1100224,苗栗縣,1087,137.88,76.38,1039,137.79,76.71,0,0.00,0.00,1,89.00,64.20,99,108.87,73.85,388,126.42,74.74,389,143.93,78.07,163,167.78,78.57,0,0.00,0.00,47,140.77,69.40,69,125.19,63.49,1018,138.74,77.17
1100224,桃園市,2583,133.84,75.58,2283,129.89,75.86,2,67.40,19.50,15,91.00,63.70,284,108.50,74.30,1142,125.60,76.00,857,142.70,76.10,265,167.60,75.90,18,180.00,52.00,0,0.00,0.00,118,129.20,65.00,2465,134.06,76.06
1100224,新竹縣,904,132.37,76.23,835,131.94,77.65,1,69.00,35.80,3,91.30,60.14,149,110.30,69.20,370,125.30,76.02,235,144.20,81.59,81,166.50,83.62,12,205.90,37.69,53,126.00,68.25,111,113.80,63.67,793,134.97,77.72
1100224,宜蘭縣,617,129.62,80.08,613,129.90,80.23,0,0.00,0.00,4,87.25,46.74,75,108.86,74.96,352,125.70,80.40,144,141.65,82.12,42,162.33,79.75,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,617,129.62,80.08
1100224,新北市,3082,130.88,73.47,2949,129.67,73.57,0,0.00,0.00,13,89.88,68.04,350,109.16,72.75,1568,125.99,73.87,1031,142.23,73.37,120,165.14,71.96,0,0.00,0.00,0,0.00,0.00,254,131.14,65.79,2828,130.86,74.16
1100223,花蓮縣,400,129.43,73.71,396,129.81,73.84,0,0.00,0.00,4,91.25,56.11,65,107.97,68.76,188,126.45,73.90,138,143.61,75.32,5,159.40,79.82,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,400,129.43,73.71
1100223,台東縣,242,126.92,70.69,235,125.89,70.94,0,0.00,0.00,0,0.00,0.00,31,110.06,72.28,158,124.84,71.43,46,140.15,68.74,0,0.00,0.00,7,161.43,64.22,0,0.00,0.00,0,0.00,0.00,242,126.92,70.69
1100223,屏東縣,1669,123.55,67.35,1507,122.72,68.62,2,73.50,53.19,41,87.25,63.09,474,108.19,69.20,754,124.65,68.74,279,142.19,67.59,36,160.50,65.42,51,170.19,53.26,32,96.53,40.29,455,126.64,65.74,1214,122.40,67.98
1100223,澎湖縣,114,106.38,86.02,113,106.38,86.02,0,0.00,0.00,0,0.00,0.00,113,106.38,86.02,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,106.38,86.02,0,0.00,0.00,114,106.38,86.02
1100223,高雄旗山,344,122.85,70.18,339,123.10,70.34,0,0.00,0.00,2,88.50,50.20,82,109.40,69.79,213,125.00,70.58,44,139.44,70.13,0,0.00,0.00,0,0.00,0.00,3,117.33,60.72,81,125.23,65.47,263,122.12,71.67
1100223,高雄鳳山,1560,128.59,69.29,1455,127.94,70.02,0,0.00,0.00,6,90.87,54.78,220,109.48,69.13,810,125.23,70.19,425,142.67,70.09,53,162.64,63.67,0,0.00,0.00,46,114.82,54.13,402,129.13,64.86,1158,128.41,70.83
1100223,高雄岡山,1502,128.57,67.05,1402,127.67,67.56,2,70.30,29.28,26,88.70,60.41,257,107.60,66.94,704,125.40,68.06,441,143.00,67.12,72,162.10,61.00,0,0.00,0.00,0,0.00,0.00,731,129.70,64.81,771,127.50,69.20
1100223,高雄市,931,120.43,67.39,900,120.75,67.68,0,0.00,0.00,10,89.10,50.65,266,107.20,67.15,528,123.30,68.26,106,142.01,66.21,1,166.00,70.20,0,0.00,0.00,20,119.55,60.07,335,122.22,65.35,596,119.42,68.56
1100223,臺南市,494,120.40,68.73,483,120.79,69.05,0,0.00,0.00,7,89.07,54.57,164,108.60,68.68,269,124.47,69.15,50,140.97,69.54,1,166.50,62.60,0,0.00,0.00,3,115.67,43.40,107,121.08,65.55,387,120.21,69.62
1100223,臺南安南,1160,123.77,69.44,1110,124.44,69.73,1,74.00,45.00,35,89.74,61.48,273,107.57,69.61,613,125.49,70.09,224,142.14,68.98,13,162.85,65.35,1,112.50,30.00,0,0.00,0.00,243,127.50,64.49,917,122.78,70.81
1100223,雲林縣,2871,119.87,66.12,2612,122.14,66.95,1,73.50,51.01,114,88.86,62.12,775,107.63,67.49,1432,124.36,67.35,405,142.07,64.91,33,160.32,61.84,0,0.00,0.00,111,86.60,45.47,777,124.08,62.74,2094,118.31,67.44
1100223,嘉義縣,869,115.94,67.52,772,119.74,68.70,0,0.00,0.00,69,87.10,59.40,284,107.90,68.60,411,123.50,69.20,77,143.30,66.70,0,0.00,0.00,0,0.00,0.00,28,82.40,41.30,195,124.40,65.00,674,113.49,68.32
1100223,嘉義市,821,122.13,69.03,803,122.62,69.27,0,0.00,0.00,14,89.83,57.65,214,107.93,69.73,467,124.61,69.66,122,140.79,67.32,2,165.60,57.73,0,0.00,0.00,2,107.20,44.55,183,125.24,64.14,638,121.24,70.48
1100223,南投縣,1516,121.65,67.95,1468,121.83,68.38,0,0.00,0.00,8,91.31,59.61,430,108.95,67.42,855,124.19,68.87,183,141.04,68.11,6,161.25,68.28,0,0.00,0.00,34,114.32,49.43,390,122.60,64.66,1126,121.33,69.10
1100223,彰化縣,1924,124.51,67.93,1816,124.54,68.30,7,44.79,30.74,25,90.38,63.22,369,106.23,70.35,1068,124.68,68.33,379,141.96,66.73,33,160.98,64.61,8,179.88,60.99,35,116.51,59.52,374,133.04,64.74,1550,122.46,68.76
1100223,台中大安,1415,123.19,68.49,1342,123.34,69.02,0,0.00,0.00,26,91.10,63.05,395,107.60,68.90,668,124.90,69.63,279,141.90,67.87,13,157.10,69.04,7,163.50,63.37,27,119.60,46.87,190,131.60,64.65,1225,121.88,69.14
1100223,台中市,1909,121.96,70.14,1847,122.13,70.45,1,70.00,30.00,38,89.39,66.58,551,108.02,72.32,1020,124.26,70.78,276,142.43,66.53,23,164.43,56.05,0,0.00,0.00,0,0.00,0.00,153,128.89,62.12,1756,121.36,70.89
1100223,苗栗縣,719,138.02,78.29,687,138.04,78.85,0,0.00,0.00,1,94.00,73.20,33,109.32,76.00,286,126.60,76.61,271,143.75,79.28,97,165.57,83.52,0,0.00,0.00,31,139.05,65.98,30,130.52,65.32,689,138.35,78.82
1100223,桃園市,2382,135.82,75.15,2056,131.18,75.23,0,0.00,0.00,11,89.60,65.20,260,108.70,73.70,915,126.00,75.20,881,143.20,75.60,308,167.70,75.40,7,169.20,55.00,0,0.00,0.00,130,129.70,64.80,2252,136.18,75.72
1100223,新竹縣,760,134.18,75.95,710,134.16,77.07,0,0.00,0.00,3,86.00,52.26,46,109.80,69.42,355,127.00,75.22,266,142.90,78.66,43,165.20,85.75,8,187.50,43.88,39,127.40,65.30,72,127.00,64.18,688,134.93,77.11
1100223,宜蘭縣,490,131.00,77.55,487,131.26,77.69,0,0.00,0.00,3,88.00,44.71,46,109.39,74.52,262,126.06,78.15,163,142.94,78.24,16,160.43,72.87,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,490,131.00,77.55
1100223,新北市,2884,130.31,71.82,2740,128.98,71.98,0,0.00,0.00,19,88.11,56.81,327,109.45,71.37,1539,125.58,72.27,874,142.28,71.71,125,165.79,70.31,0,0.00,0.00,0,0.00,0.00,289,129.49,63.89,2595,130.40,72.70
1100222,屏東縣,1657,122.65,68.91,1564,123.10,69.39,0,0.00,0.00,37,88.89,63.95,463,107.83,69.68,790,124.42,69.48,311,142.46,68.86,24,161.83,67.23,8,164.81,56.63,24,92.35,45.20,461,125.39,66.91,1196,121.59,69.71
1100222,高雄旗山,355,125.39,71.23,340,125.30,71.76,0,0.00,0.00,5,91.80,62.51,59,105.86,67.82,219,126.08,72.45,62,141.06,72.38,5,159.70,63.08,0,0.00,0.00,5,130.30,53.24,90,125.64,66.36,265,125.30,72.89
1100222,高雄鳳山,1636,128.01,70.32,1542,127.53,70.94,0,0.00,0.00,7,90.60,58.82,235,109.30,70.47,875,125.01,71.46,432,142.56,70.21,44,161.17,66.03,1,168.40,46.00,42,115.92,53.94,394,129.13,66.10,1242,127.65,71.68
1100222,高雄岡山,1711,125.09,67.65,1628,124.43,67.99,1,58.50,28.39,27,90.70,60.24,403,107.60,67.45,893,125.20,68.62,332,142.80,66.99,55,162.60,62.20,0,0.00,0.00,0,0.00,0.00,813,126.70,65.25,898,123.63,69.87
1100222,高雄市,984,120.31,68.37,942,120.23,68.87,0,0.00,0.00,7,91.29,67.97,317,108.32,68.82,530,123.55,69.23,95,141.41,67.23,4,160.38,62.44,0,0.00,0.00,31,124.26,54.71,349,122.18,66.72,635,119.28,69.30
1100222,臺南市,549,118.66,68.70,493,120.56,69.40,3,66.33,19.79,28,88.88,61.75,171,108.01,69.55,271,124.51,69.55,51,141.63,68.34,2,158.00,63.07,1,141.00,40.00,22,116.59,65.27,108,124.02,65.96,441,117.35,69.41
1100222,臺南安南,1394,123.32,70.05,1345,123.98,70.29,7,60.14,19.26,27,87.87,65.05,324,108.55,70.46,792,125.23,70.71,229,141.47,68.83,14,158.61,67.19,1,146.50,60.00,0,0.00,0.00,300,127.33,65.56,1094,122.22,71.33
1100222,雲林縣,2783,119.81,67.74,2600,120.94,68.19,0,0.00,0.00,96,89.24,66.66,876,107.47,68.83,1405,124.61,68.42,319,141.73,65.98,23,159.54,64.74,0,0.00,0.00,64,105.73,49.96,803,123.41,64.84,1980,118.35,68.97
1100222,嘉義縣,851,119.30,67.00,767,123.00,67.75,0,0.00,0.00,71,87.60,60.00,229,108.10,68.90,411,124.90,68.00,127,143.70,65.50,0,0.00,0.00,0,0.00,0.00,13,74.10,38.60,244,128.50,64.60,607,115.60,68.07
1100222,嘉義市,854,122.60,69.06,835,122.42,69.28,0,0.00,0.00,6,89.77,60.16,230,108.57,69.11,490,124.48,69.35,115,141.37,69.30,10,162.12,64.48,0,0.00,0.00,3,105.00,34.66,204,124.44,65.06,650,122.02,70.34
1100222,南投縣,1569,119.96,67.76,1499,120.81,68.27,0,0.00,0.00,17,92.97,59.32,509,107.82,67.61,796,124.19,68.64,194,140.99,68.26,7,163.07,70.35,0,0.00,0.00,46,95.83,49.27,394,122.34,65.17,1175,119.16,68.66
1100222,彰化縣,1995,123.56,67.49,1874,123.60,67.97,3,69.00,40.39,42,91.48,61.51,423,105.91,69.06,1073,124.12,68.26,378,141.93,66.33,30,160.63,62.18,9,189.00,58.01,37,116.20,58.31,373,133.14,64.47,1622,121.35,68.26
1100222,台中大安,1383,120.44,68.81,1314,120.44,69.44,0,0.00,0.00,24,91.30,63.61,460,107.20,68.75,679,123.90,70.15,175,141.80,68.40,8,157.10,58.49,8,164.80,58.12,29,122.20,51.38,113,125.50,66.07,1270,119.99,69.06
1100222,台中市,1973,122.87,71.85,1936,122.92,72.02,1,72.00,70.20,21,92.05,67.67,469,108.16,74.20,1190,124.55,72.24,277,140.94,68.33,15,162.20,58.72,0,0.00,0.00,0,0.00,0.00,152,130.74,64.00,1821,122.21,72.55
1100222,苗栗縣,774,136.26,74.92,735,135.65,75.44,0,0.00,0.00,0,0.00,0.00,67,110.60,69.63,315,126.17,73.25,263,143.25,77.27,90,165.29,79.53,0,0.00,0.00,39,147.68,65.94,53,122.48,62.41,721,137.27,75.74
1100222,桃園市,2389,135.40,75.40,2093,131.48,75.48,0,0.00,0.00,6,87.50,66.80,194,109.00,75.80,1024,125.80,75.60,875,143.10,75.30,285,164.70,75.40,5,165.00,55.00,0,0.00,0.00,77,137.70,63.50,2312,135.32,75.80
1100222,新竹縣,808,136.37,73.77,717,136.13,75.79,0,0.00,0.00,12,90.60,50.51,63,109.90,71.37,323,125.80,75.00,227,144.30,76.00,104,166.30,79.00,16,205.30,39.81,63,130.20,66.39,57,123.60,64.90,751,137.33,74.37
1100222,新北市,3166,131.51,70.70,2963,129.81,71.11,1,63.80,26.39,24,88.53,54.44,296,109.01,70.71,1659,125.92,71.52,1008,142.31,70.59,178,165.97,66.66,0,0.00,0.00,0,0.00,0.00,283,129.68,62.22,2883,131.69,71.52
1100220,花蓮縣,398,129.85,73.89,398,129.85,73.89,0,0.00,0.00,0,0.00,0.00,58,108.78,68.61,217,125.44,73.50,100,144.46,76.14,23,161.13,77.03,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,398,129.85,73.89
1100218,花蓮縣,402,129.25,73.19,401,129.34,73.21,0,0.00,0.00,1,92.00,65.00,48,109.63,70.95,236,126.49,73.61,109,141.99,73.02,8,159.38,75.32,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,402,129.25,73.19
1100218,台東縣,224,123.24,72.75,216,123.24,73.00,0,0.00,0.00,4,91.25,62.75,57,109.69,70.87,128,125.10,73.56,31,140.44,74.00,0,0.00,0.00,4,155.38,67.84,0,0.00,0.00,0,0.00,0.00,224,123.24,72.75
1100218,屏東縣,1385,123.74,70.65,1301,125.06,71.23,6,69.25,53.27,37,88.06,64.92,282,108.10,70.96,740,125.04,71.55,279,142.24,70.70,17,160.17,68.63,0,0.00,0.00,24,95.31,43.11,341,125.70,68.16,1044,123.10,71.48
1100218,高雄旗山,270,125.10,76.02,264,124.48,76.47,0,0.00,0.00,1,93.50,65.60,51,110.17,76.13,174,125.02,76.98,39,140.79,74.77,5,164.30,59.57,0,0.00,0.00,0,0.00,0.00,29,130.57,64.36,241,124.45,77.50
1100218,高雄鳳山,1465,125.98,71.18,1383,125.18,71.76,0,0.00,0.00,8,92.60,62.61,286,109.37,70.65,803,124.78,72.15,294,141.67,71.65,40,162.60,68.01,1,232.60,16.00,33,120.04,56.13,326,124.58,67.86,1139,126.39,72.12
1100218,高雄岡山,1115,124.04,70.95,1061,125.04,71.30,2,73.30,45.86,40,88.10,62.14,235,108.20,70.46,602,125.30,71.60,224,142.00,71.25,12,164.00,65.43,0,0.00,0.00,0,0.00,0.00,409,124.30,68.53,706,123.89,72.36
1100218,高雄市,763,116.82,69.74,731,117.57,70.30,1,69.00,40.00,10,89.40,59.97,297,108.07,70.20,390,122.23,70.76,44,140.35,67.21,0,0.00,0.00,0,0.00,0.00,21,106.29,53.21,198,120.58,66.85,565,115.51,70.80
1100218,臺南市,599,120.08,69.65,573,120.79,70.00,0,0.00,0.00,17,90.47,65.65,194,106.86,70.39,305,124.54,70.41,74,141.87,67.73,5,161.30,61.75,0,0.00,0.00,4,92.63,38.66,124,126.42,65.51,475,118.43,70.80
1100218,臺南安南,1163,123.63,73.31,1134,123.17,73.56,0,0.00,0.00,7,87.64,68.94,317,108.63,74.87,641,125.02,73.71,176,142.61,71.28,21,159.64,64.41,1,139.50,61.20,0,0.00,0.00,168,130.10,66.74,995,122.53,74.49
