交易日期,市場名稱,成交頭數-總數,成交頭數-平均重量,成交頭數-平均價格,規格豬(75公斤以上)-頭數,規格豬(75公斤以上)-平均重量,規格豬(75公斤以上)-平均價格,75公斤以下-頭數,75公斤以下-平均重量,75公斤以下-平均價格,75(含)-95(不含)-頭數,75(含)-95(不含)-平均重量,75(含)-95(不含)-平均價格,95(含)-115(含)-頭數,95(含)-115(含)-平均重量,95(含)-115(含)-平均價格,115(含)-135(不含)-頭數,115(含)-135(不含)-平均重量,115(含)-135(不含)-平均價格,135(含)-155(不含)-頭數,135(含)-155(不含)-平均重量,135(含)-155(不含)-平均價格,155公斤以上-頭數,155公斤以上-平均重量,155公斤以上-平均價格,淘汰種豬-頭數,淘汰種豬-平均重量,淘汰種豬-平均價格,其他豬-頭數,其他豬-平均重量,其他豬-平均價格,冷凍廠-頭數,冷凍廠-平均重量,冷凍廠-平均價格,成交總數(不含冷凍廠)-頭數,成交總數(不含冷凍廠)-平均重量,成交總數(不含冷凍廠)-平均價格
1110106,嘉義市,830,126.90,73.53,799,126.47,74.07,1,67.00,37.19,8,85.55,55.69,156,108.83,73.72,451,125.80,74.87,192,142.37,72.63,16,161.35,67.35,4,182.80,48.85,2,106.50,45.83,184,129.35,69.54,646,126.20,74.70
1110106,南投縣,2313,122.81,74.70,2227,122.99,75.06,0,0.00,0.00,30,91.18,70.06,603,107.96,74.89,1263,124.77,75.31,361,141.84,74.53,18,160.83,72.02,0,0.00,0.00,38,119.68,57.33,459,124.77,70.45,1854,122.33,75.77
1110106,彰化縣,2177,130.54,73.11,2015,122.62,74.16,3,72.00,51.44,53,89.45,68.52,551,108.31,74.46,1147,124.17,74.50,317,141.90,72.69,28,160.63,69.93,11,1777.86,65.08,67,120.79,65.33,405,130.73,70.26,1772,130.50,73.76
1110106,台中大安,1849,120.94,74.32,1742,120.52,74.72,0,0.00,0.00,43,90.50,67.82,629,107.60,74.48,877,123.90,74.89,236,142.40,74.67,18,157.30,77.46,20,167.90,75.68,26,138.40,53.93,442,119.50,71.54,1407,121.40,75.18
1110106,苗栗縣,693,136.66,84.29,665,136.73,84.73,0,0.00,0.00,1,93.50,60.00,59,109.13,78.13,266,127.01,81.83,248,144.08,85.57,92,162.71,92.12,0,0.00,0.00,27,136.46,74.04,45,119.72,72.21,648,137.83,85.02
1110106,桃園市,2278,138.72,77.58,1839,132.48,77.98,0,0.00,0.00,8,88.00,54.60,231,108.00,74.20,707,125.80,78.00,901,144.00,78.70,411,165.70,77.80,20,178.00,50.00,0,0.00,0.00,141,134.39,68.84,2137,139.00,78.13
1110106,新竹縣,719,139.57,78.88,689,138.60,80.12,0,0.00,0.00,0,0.00,0.00,50,108.40,76.15,244,126.00,78.15,276,144.30,80.78,119,163.90,82.96,10,208.30,39.58,20,138.80,65.80,95,129.90,69.52,624,141.05,80.19
1110106,宜蘭縣,475,133.30,82.01,474,133.38,82.03,0,0.00,0.00,1,94.00,67.20,42,109.19,75.21,242,126.64,82.34,159,143.44,84.37,31,167.22,75.98,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,475,133.30,82.01
1110106,新北市,2561,129.37,76.34,2409,127.95,76.60,0,0.00,0.00,29,90.54,66.26,353,108.37,74.50,1346,125.54,76.58,710,142.24,77.44,123,166.45,73.67,0,0.00,0.00,0,0.00,0.00,301,124.48,70.51,2260,130.02,77.08
1110105,花蓮縣,372,130.86,77.29,369,131.17,77.39,0,0.00,0.00,3,91.67,59.87,49,108.43,73.34,169,126.65,78.36,138,141.91,77.92,13,161.77,72.75,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,372,130.86,77.29
1110105,台東縣,215,121.76,75.63,201,119.18,75.93,0,0.00,0.00,0,0.00,0.00,79,109.77,75.11,104,122.64,76.55,18,140.53,75.62,0,0.00,0.00,14,158.75,72.41,0,0.00,0.00,0,0.00,0.00,215,121.76,75.63
1110105,屏東縣,1667,122.01,72.49,1573,122.69,73.13,0,0.00,0.00,36,88.61,67.56,439,107.34,73.21,883,125.12,73.26,251,140.96,72.63,18,159.19,70.69,12,155.16,59.39,28,89.07,41.04,527,126.24,71.08,1140,120.06,73.18
1110105,澎湖縣,84,126.88,78.65,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,84,126.88,78.65,0,0.00,0.00,84,126.88,78.65
1110105,高雄旗山,345,120.45,75.18,339,120.79,75.64,0,0.00,0.00,2,88.75,51.01,122,108.00,72.89,175,124.82,76.50,42,141.17,78.60,1,157.50,67.80,0,0.00,0.00,3,90.00,25.12,72,117.15,71.47,273,121.31,76.12
1110105,高雄鳳山,1418,125.96,74.26,1358,125.37,74.70,0,0.00,0.00,2,94.10,65.20,296,110.01,73.17,776,125.04,74.81,286,142.18,75.66,27,163.63,72.11,1,157.40,40.00,30,119.90,57.84,380,123.87,71.19,1038,126.73,75.35
1110105,高雄岡山,1265,124.13,73.24,1188,125.70,73.78,1,74.50,35.01,64,88.40,61.32,218,108.00,74.00,732,125.70,74.06,238,141.90,72.86,12,163.30,67.94,0,0.00,0.00,0,0.00,0.00,530,127.40,71.86,735,121.77,74.28
1110105,高雄市,784,120.48,74.44,752,120.21,74.74,0,0.00,0.00,2,92.75,67.29,240,108.07,74.65,426,122.87,75.04,86,140.87,73.67,11,158.27,65.91,0,0.00,0.00,19,112.21,69.02,287,123.95,72.02,497,118.47,75.90
1110105,臺南市,488,121.86,73.13,469,121.62,73.45,0,0.00,0.00,3,85.50,67.67,169,107.95,74.38,213,124.28,73.58,87,141.66,71.80,7,163.86,65.22,0,0.00,0.00,9,113.89,65.25,114,128.78,70.60,374,119.75,73.95
1110105,臺南安南,1199,124.69,73.71,1157,125.04,74.16,6,54.08,22.10,17,87.47,63.02,252,108.85,74.02,670,125.10,74.68,235,142.21,72.99,17,160.85,64.64,2,143.00,42.99,0,0.00,0.00,257,131.30,70.37,942,122.88,74.68
1110105,雲林縣,2612,118.89,72.74,2397,120.64,73.65,0,0.00,0.00,102,88.64,69.62,799,107.92,73.52,1334,124.09,74.34,264,141.67,70.89,25,167.14,65.33,0,0.00,0.00,88,92.63,47.64,662,117.67,70.43,1950,119.30,73.51
1110105,嘉義縣,826,118.30,73.11,733,121.90,73.96,0,0.00,0.00,80,90.20,66.70,242,106.60,73.20,365,125.20,74.80,126,141.70,72.90,0,0.00,0.00,0,0.00,0.00,13,88.60,47.60,183,125.40,70.20,643,116.28,74.01
1110105,嘉義市,810,127.35,73.17,769,126.45,73.84,1,61.60,20.19,9,88.07,58.38,137,108.90,74.27,435,124.58,74.55,197,142.78,72.23,28,161.44,64.72,3,178.60,51.59,0,0.00,0.00,207,131.48,68.70,603,125.93,74.77
1110105,南投縣,2309,122.18,74.30,2192,121.77,74.89,0,0.00,0.00,37,91.01,69.25,670,107.79,74.18,1226,124.33,75.29,296,142.78,74.69,34,161.37,70.90,0,0.00,0.00,46,137.78,54.69,533,123.05,70.58,1776,121.91,75.42
1110105,彰化縣,1991,119.85,74.40,1871,120.39,74.77,2,72.25,50.60,36,90.38,69.80,666,108.16,74.50,985,123.91,75.02,220,141.64,74.41,17,159.50,73.92,0,0.00,0.00,65,111.68,65.60,323,123.00,71.56,1668,119.24,74.97
1110105,台中大安,1765,122.23,74.64,1689,121.89,74.96,0,0.00,0.00,20,89.40,65.59,559,108.00,75.11,858,124.40,75.14,272,142.50,74.25,15,156.90,68.73,20,168.10,75.29,21,112.40,58.26,448,121.60,72.13,1317,122.44,75.49
1110105,苗栗縣,662,138.02,82.50,642,138.34,82.58,0,0.00,0.00,4,89.25,66.37,42,109.04,79.68,252,126.81,80.39,257,144.10,82.32,91,167.51,88.69,0,0.00,0.00,16,137.41,81.60,62,125.23,70.64,600,139.34,83.60
1110105,桃園市,2251,135.12,77.72,1915,129.97,78.12,3,73.00,32.00,9,88.00,63.00,292,108.50,75.00,845,125.20,77.50,778,143.20,79.60,304,166.00,78.50,20,190.00,47.00,0,0.00,0.00,169,128.21,69.56,2082,135.68,78.35
1110105,新竹縣,656,141.64,77.93,630,140.83,79.21,0,0.00,0.00,1,90.50,67.01,38,109.50,78.46,243,127.60,80.63,228,143.60,79.18,121,172.00,77.31,11,198.10,43.25,14,137.70,58.32,54,140.60,69.85,602,141.74,78.64
1110105,宜蘭縣,473,131.14,83.18,472,131.22,83.25,0,0.00,0.00,1,93.50,36.59,46,110.69,78.23,264,126.55,83.59,147,142.87,84.20,15,162.10,80.79,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,473,131.14,83.18
1110105,新北市,2503,130.11,75.28,2365,128.85,75.50,1,72.20,46.40,22,90.99,64.86,331,108.61,73.95,1255,125.62,75.68,779,142.64,75.75,115,164.12,72.86,0,0.00,0.00,0,0.00,0.00,310,126.22,68.99,2193,130.66,76.13
1110104,花蓮縣,404,136.86,77.41,404,136.86,77.41,0,0.00,0.00,0,0.00,0.00,19,110.21,74.38,181,128.01,78.40,168,143.47,76.98,36,164.56,76.34,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,404,136.86,77.41
1110104,台東縣,228,129.57,78.00,208,127.11,78.93,0,0.00,0.00,2,91.50,68.99,34,109.21,79.51,124,126.09,79.57,50,141.82,77.21,0,0.00,0.00,18,162.17,70.13,0,0.00,0.00,0,0.00,0.00,228,129.57,78.00
1110104,屏東縣,1616,122.59,73.19,1510,123.53,73.91,1,70.00,51.20,46,87.51,67.23,388,108.19,74.22,859,124.83,73.98,263,141.93,73.34,26,159.82,70.41,4,187.00,45.97,29,88.45,43.87,456,128.35,71.56,1160,120.32,73.88
1110104,高雄旗山,264,131.01,75.19,249,129.66,75.86,0,0.00,0.00,1,93.00,65.20,32,109.14,75.59,131,126.10,77.21,86,142.71,74.12,13,161.77,66.69,0,0.00,0.00,1,105.50,47.20,88,135.85,70.53,176,128.59,77.65
1110104,高雄鳳山,1365,128.47,75.18,1277,128.10,75.80,0,0.00,0.00,10,89.88,64.41,170,109.46,74.23,760,125.57,76.00,347,142.76,75.99,40,160.20,72.86,4,156.90,53.31,34,113.27,58.90,264,126.65,72.07,1101,128.91,75.91
1110104,高雄岡山,1134,125.15,73.46,1071,125.40,73.93,2,67.00,33.51,33,90.10,63.77,211,106.80,73.80,622,125.40,74.22,238,141.90,73.36,28,160.90,67.02,0,0.00,0.00,0,0.00,0.00,462,127.70,72.21,672,123.39,74.35
1110104,高雄市,704,119.02,72.79,657,120.11,73.96,2,66.50,30.73,17,83.18,53.50,235,107.89,73.83,340,123.50,74.35,82,141.10,72.85,6,161.67,57.51,0,0.00,0.00,22,107.32,53.96,239,122.27,72.01,465,117.35,73.22
1110104,臺南市,461,122.11,72.53,450,122.19,72.75,0,0.00,0.00,3,93.17,71.87,141,108.51,73.89,240,124.68,73.10,69,141.50,69.88,0,0.00,0.00,0,0.00,0.00,8,128.13,61.23,149,126.79,70.01,312,119.87,73.81
1110104,臺南安南,842,127.07,74.40,809,128.19,74.82,6,60.08,34.90,18,88.06,64.77,101,109.73,75.53,498,126.30,74.85,210,141.55,74.50,7,157.86,67.26,2,120.00,46.47,0,0.00,0.00,204,131.66,70.60,638,125.61,75.67
1110104,雲林縣,2407,120.56,72.91,2196,122.09,73.79,0,0.00,0.00,104,89.69,68.92,722,107.61,74.34,1088,124.52,74.75,386,142.30,70.64,41,162.24,66.09,0,0.00,0.00,66,92.51,47.69,674,122.81,69.96,1733,119.68,74.08
1110104,嘉義縣,752,114.64,72.93,674,117.65,73.95,0,0.00,0.00,61,89.10,63.80,299,106.70,73.40,321,123.90,74.60,54,141.10,72.90,0,0.00,0.00,0,0.00,0.00,17,87.20,51.70,144,120.90,70.40,608,113.16,73.57
1110104,嘉義市,842,124.01,73.19,819,123.87,73.57,2,70.80,33.64,8,88.20,56.94,198,108.87,73.44,486,125.07,73.95,135,141.57,72.49,10,164.74,66.73,2,185.00,49.49,1,98.00,51.00,210,127.77,70.10,632,122.76,74.25
1110104,南投縣,2320,123.55,74.23,2200,123.02,74.84,0,0.00,0.00,28,89.73,70.62,619,109.06,74.29,1192,123.94,75.03,389,142.43,75.00,40,160.68,73.62,0,0.00,0.00,52,135.37,52.74,486,124.20,70.56,1834,123.37,75.21
1110104,彰化縣,2051,123.35,74.40,1922,123.17,74.84,2,67.00,31.06,24,90.60,70.43,496,108.97,75.26,1131,124.47,75.12,295,142.05,73.38,30,159.95,71.54,8,184.25,59.08,65,118.28,67.30,362,130.23,70.90,1689,121.88,75.20
1110104,台中大安,1681,123.01,75.95,1598,123.30,76.21,0,0.00,0.00,39,89.00,66.49,424,108.20,75.86,892,124.70,76.36,282,141.60,76.20,6,157.90,84.48,18,162.60,78.82,20,119.40,61.23,351,122.30,73.63,1330,123.19,76.56
1110104,苗栗縣,658,135.96,82.16,630,136.57,82.72,0,0.00,0.00,2,93.25,73.50,54,109.19,77.83,251,126.36,81.99,254,143.65,82.46,71,168.15,87.89,0,0.00,0.00,26,124.60,67.75,58,127.93,69.57,600,136.74,83.30
1110104,桃園市,2288,136.78,77.34,1963,131.78,77.77,0,0.00,0.00,3,92.50,55.50,209,109.60,76.10,880,125.70,77.30,874,143.20,78.50,289,166.30,78.50,33,180.00,50.00,0,0.00,0.00,187,136.93,67.49,2101,136.77,78.22
1110104,新竹縣,701,137.70,78.01,675,137.42,78.90,0,0.00,0.00,1,82.50,69.81,21,111.20,76.09,285,126.90,78.53,298,143.00,79.22,71,164.00,79.45,6,199.00,45.37,19,131.30,60.90,94,131.50,70.28,607,138.67,79.15
1110104,宜蘭縣,479,131.78,83.11,479,131.78,83.11,0,0.00,0.00,0,0.00,0.00,41,109.10,76.78,252,126.13,83.29,164,142.28,84.50,22,160.50,80.26,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,479,131.78,83.11
1110104,新北市,2704,131.56,74.39,2503,129.49,74.80,3,70.27,27.80,23,88.96,59.19,329,108.37,72.83,1286,125.92,75.45,888,142.49,74.52,175,167.74,71.29,0,0.00,0.00,0,0.00,0.00,351,130.85,68.68,2353,131.66,75.24
1110103,屏東縣,1549,123.39,73.72,1438,123.20,74.41,1,74.50,57.00,32,88.87,68.65,419,107.85,74.44,746,124.82,74.77,273,142.34,73.49,47,162.18,69.83,10,160.75,63.29,21,86.36,40.79,414,129.77,72.11,1135,121.06,74.35
1110103,澎湖縣,83,125.58,79.38,1,109.20,96.32,0,0.00,0.00,0,0.00,0.00,1,109.20,96.32,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,82,125.78,79.20,0,0.00,0.00,83,125.58,79.38
1110103,高雄旗山,335,132.73,75.16,312,131.27,76.56,0,0.00,0.00,2,88.50,64.01,30,109.47,76.27,166,127.39,77.41,116,142.47,75.54,18,165.89,57.80,0,0.00,0.00,3,115.17,64.17,87,136.43,70.58,248,131.44,76.82
1110103,高雄鳳山,1601,125.67,74.30,1504,125.33,74.91,0,0.00,0.00,17,89.84,59.58,307,107.89,73.08,879,125.41,75.13,318,141.94,75.73,38,162.15,71.22,1,149.00,42.00,41,118.59,60.23,404,121.46,71.35,1197,127.09,75.26
1110103,高雄岡山,1320,127.50,73.56,1288,127.39,73.81,4,69.60,33.21,8,86.70,52.88,202,108.50,73.86,748,125.80,74.31,338,142.20,72.81,20,162.60,68.80,0,0.00,0.00,0,0.00,0.00,560,130.20,71.57,760,125.51,75.08
1110103,高雄市,860,122.49,73.04,819,122.38,73.84,0,0.00,0.00,11,85.14,55.96,236,108.29,74.16,449,124.20,74.32,134,141.10,71.99,8,163.13,58.52,0,0.00,0.00,22,130.48,57.47,334,126.90,71.41,526,119.69,74.15
1110103,臺南市,524,117.84,73.02,484,118.48,73.48,0,0.00,0.00,19,90.71,67.01,209,106.89,73.38,223,124.18,73.85,52,140.63,72.40,0,0.00,0.00,4,168.88,56.84,17,117.79,70.28,109,121.04,70.39,415,117.00,73.73
1110103,臺南安南,1271,125.59,74.31,1195,126.77,74.91,11,51.64,14.81,42,88.88,67.21,214,106.76,74.79,672,125.97,75.62,309,142.38,73.62,20,160.60,68.91,3,207.67,52.13,0,0.00,0.00,220,132.75,70.34,1051,124.10,75.20
1110103,雲林縣,2610,117.33,73.06,2347,119.78,74.07,0,0.00,0.00,153,88.36,68.25,881,107.37,73.76,1194,124.14,74.83,272,140.85,71.90,19,160.97,67.70,0,0.00,0.00,91,93.77,49.27,675,114.56,69.61,1935,118.30,74.22
1110103,嘉義縣,818,121.94,73.68,773,123.87,73.99,0,0.00,0.00,35,89.40,69.70,214,107.40,74.30,405,125.80,74.10,154,141.70,73.40,0,0.00,0.00,0,0.00,0.00,10,86.00,53.50,194,128.00,70.90,624,120.05,74.60
1110103,嘉義市,851,123.64,74.71,821,123.57,75.05,2,73.60,52.00,13,91.46,66.80,209,108.14,74.37,455,124.35,76.00,157,141.84,73.33,15,161.89,65.72,0,0.00,0.00,0,0.00,0.00,154,123.22,70.93,697,123.73,75.54
1110103,南投縣,2390,126.61,74.26,2249,125.68,75.05,0,0.00,0.00,15,90.63,70.49,484,108.99,75.92,1231,125.04,75.36,534,142.30,73.83,50,159.83,71.36,0,0.00,0.00,76,139.40,55.80,496,130.64,70.41,1894,125.56,75.31
1110103,彰化縣,2177,122.41,73.52,1925,123.64,74.73,24,67.06,45.18,77,89.05,66.63,511,107.34,74.89,1032,124.78,75.31,382,142.37,73.19,54,159.46,69.18,11,184.64,59.40,86,108.98,59.87,394,133.18,70.27,1783,120.03,74.32
1110103,台中大安,1768,120.64,75.28,1652,121.72,75.91,3,73.00,44.01,61,86.80,62.82,516,107.60,75.06,900,124.60,76.18,236,141.60,76.44,11,157.50,74.79,10,164.00,85.78,31,107.30,54.22,357,120.90,72.66,1411,120.57,75.95
1110103,苗栗縣,763,138.26,84.70,753,138.21,84.78,0,0.00,0.00,0,0.00,0.00,51,110.21,77.06,304,126.92,82.19,287,143.87,85.41,111,167.39,91.10,0,0.00,0.00,10,141.90,78.59,36,128.01,70.83,727,138.77,85.33
1110103,桃園市,2455,135.66,78.98,2129,131.45,79.05,0,0.00,0.00,8,91.70,64.60,254,108.30,75.90,928,125.70,78.00,947,143.30,80.60,307,164.00,80.00,11,190.00,50.00,0,0.00,0.00,125,129.71,70.32,2330,135.97,79.43
1110103,新竹縣,798,138.93,77.93,733,137.43,80.55,0,0.00,0.00,4,85.70,46.94,65,111.00,74.34,280,125.70,78.91,272,143.80,83.07,116,165.60,80.76,29,191.20,45.11,32,132.60,61.22,77,124.90,70.71,721,140.43,78.62
1110103,新北市,2890,130.23,76.31,2743,128.72,76.60,1,67.40,16.20,16,89.19,69.72,327,109.19,75.07,1543,125.33,76.63,873,142.02,76.98,130,167.62,72.31,0,0.00,0.00,0,0.00,0.00,378,130.23,70.08,2512,130.23,77.25
1110101,花蓮縣,378,135.62,78.55,378,135.62,78.55,0,0.00,0.00,0,0.00,0.00,33,110.27,75.05,155,126.09,79.17,149,143.32,78.79,41,164.07,77.86,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,378,135.62,78.55
1110101,台東縣,225,123.56,78.80,223,123.28,78.86,0,0.00,0.00,0,0.00,0.00,57,109.48,77.68,132,124.70,79.23,34,140.90,79.11,0,0.00,0.00,2,155.25,73.85,0,0.00,0.00,0,0.00,0.00,225,123.56,78.80
1110101,屏東縣,560,124.19,79.28,542,123.78,79.67,0,0.00,0.00,3,91.33,73.40,141,108.36,78.75,298,124.93,80.06,103,141.55,79.64,7,159.14,79.85,4,152.12,58.87,4,115.40,51.24,0,0.00,0.00,560,124.19,79.28
1110101,高雄旗山,77,124.53,78.49,77,124.53,78.49,0,0.00,0.00,0,0.00,0.00,19,110.84,75.39,43,125.07,79.75,15,140.33,78.36,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,77,124.53,78.49
1110101,高雄鳳山,543,127.09,77.91,528,126.89,77.99,0,0.00,0.00,1,93.80,67.60,73,110.58,77.48,345,125.82,78.41,110,141.07,77.06,7,158.00,74.57,0,0.00,0.00,7,115.83,77.19,0,0.00,0.00,543,127.09,77.91
1110101,高雄岡山,491,127.79,75.11,475,126.99,75.30,0,0.00,0.00,2,83.80,58.81,63,110.30,74.44,311,125.30,75.36,101,142.60,75.57,14,161.20,71.21,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,491,127.79,75.11
1110101,高雄市,364,116.77,74.97,357,116.98,75.16,0,0.00,0.00,0,0.00,0.00,163,108.10,74.93,179,123.22,75.47,15,138.97,73.90,1,163.00,72.00,0,0.00,0.00,6,96.50,62.18,73,117.63,72.10,291,116.55,75.70
1110101,臺南市,357,116.98,74.03,338,117.99,74.34,0,0.00,0.00,14,89.43,66.91,160,106.70,73.97,144,125.35,74.79,34,139.94,73.99,2,156.75,72.93,0,0.00,0.00,3,105.00,63.27,10,110.60,68.30,347,117.16,74.18
1110101,臺南安南,716,125.71,75.35,697,125.16,75.54,2,56.50,31.72,2,92.25,74.92,135,109.89,77.56,424,124.69,75.53,138,141.55,74.03,14,161.07,73.34,1,216.00,42.00,0,0.00,0.00,68,130.89,67.88,648,125.16,76.17
1110101,雲林縣,1712,117.51,73.48,1562,119.39,74.30,0,0.00,0.00,102,89.75,67.89,533,107.08,73.64,907,123.73,75.14,122,140.91,71.01,10,167.25,65.39,0,0.00,0.00,38,101.71,50.66,190,111.09,67.54,1522,118.31,74.18
1110101,嘉義縣,538,118.95,75.61,497,121.38,76.57,0,0.00,0.00,26,89.70,65.30,145,108.30,75.00,302,124.30,77.30,50,141.70,76.20,0,0.00,0.00,0,0.00,0.00,15,89.00,50.10,0,0.00,0.00,538,118.95,75.61
1110101,嘉義市,519,128.79,76.18,505,128.73,76.44,1,73.60,42.40,4,88.45,71.61,56,110.19,76.18,302,126.01,76.91,147,141.39,75.67,8,162.53,69.15,0,0.00,0.00,1,105.80,38.00,0,0.00,0.00,519,128.79,76.18
1110101,南投縣,1895,123.41,76.60,1839,123.46,76.75,0,0.00,0.00,18,89.72,72.23,469,108.81,77.16,1062,124.63,76.92,308,141.72,75.77,21,162.69,75.82,0,0.00,0.00,17,104.94,62.31,167,127.92,69.77,1728,122.97,77.28
1110101,彰化縣,1605,118.30,75.34,1506,119.16,75.91,6,67.17,43.83,46,89.52,66.59,550,107.55,75.13,835,123.72,76.44,121,140.48,75.40,5,162.30,73.13,7,177.43,65.47,35,109.93,65.20,37,114.99,70.93,1568,118.38,75.44
1110101,台中大安,1178,119.56,77.12,1133,119.83,77.45,1,74.00,51.59,18,89.60,67.62,409,108.50,76.17,616,123.50,77.54,108,141.80,80.74,3,157.70,74.06,5,163.50,100.40,18,116.30,55.52,0,0.00,0.00,1178,119.56,77.12
1110101,苗栗縣,514,141.68,87.11,500,141.76,87.48,0,0.00,0.00,1,94.50,82.00,26,109.56,80.84,136,127.61,83.78,252,144.18,87.53,86,166.78,93.13,0,0.00,0.00,13,142.31,73.45,8,130.12,71.40,506,141.86,87.34
1110101,桃園市,1900,134.03,80.80,1731,130.88,80.89,0,0.00,0.00,4,92.10,77.30,183,109.10,79.60,857,126.00,80.30,691,142.70,81.80,161,168.20,80.80,4,165.00,50.20,0,0.00,0.00,73,130.60,70.50,1827,134.17,81.20
1110101,新竹縣,501,136.41,80.19,486,136.03,80.47,0,0.00,0.00,1,94.00,79.40,48,109.60,74.74,244,126.00,79.74,127,141.50,84.11,67,181.10,79.42,0,0.00,0.00,14,152.60,71.65,7,119.70,69.66,494,136.64,80.32
1110101,宜蘭縣,477,130.34,81.93,474,130.58,82.05,0,0.00,0.00,3,91.83,53.69,67,109.85,76.31,242,125.84,83.72,143,143.61,82.73,22,161.13,75.71,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,477,130.34,81.93
1110101,新北市,2004,130.54,81.73,1877,128.93,81.95,0,0.00,0.00,14,89.61,75.85,242,108.91,80.77,1008,125.34,82.16,627,142.42,81.99,113,162.40,79.32,0,0.00,0.00,0,0.00,0.00,217,133.47,77.01,1787,130.18,82.32
1101231,花蓮縣,399,135.79,77.68,398,135.90,77.70,0,0.00,0.00,1,92.00,68.00,36,108.14,74.06,175,128.23,79.01,140,143.78,77.87,47,162.23,75.24,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,399,135.79,77.68
1101231,台東縣,228,125.35,76.96,225,125.15,77.06,0,0.00,0.00,1,94.50,68.00,40,109.91,78.48,140,124.61,77.26,45,140.36,75.54,0,0.00,0.00,2,164.00,70.91,0,0.00,0.00,0,0.00,0.00,228,125.35,76.96
1101231,屏東縣,1367,124.43,73.20,1271,125.32,74.33,0,0.00,0.00,28,89.41,66.79,277,107.73,74.51,702,125.09,74.90,292,142.54,72.98,16,159.65,71.20,15,167.80,58.31,37,87.77,35.94,329,130.82,71.51,1038,122.41,73.77
1101231,澎湖縣,96,129.73,78.20,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,96,129.73,78.20,0,0.00,0.00,96,129.73,78.20
1101231,高雄旗山,474,127.84,78.62,463,127.76,78.90,0,0.00,0.00,0,0.00,0.00,49,110.35,75.61,298,125.27,78.90,116,141.50,79.98,3,156.67,76.16,0,0.00,0.00,8,122.00,63.15,55,122.63,71.65,419,128.53,79.50
1101231,高雄鳳山,1459,128.15,75.46,1375,127.69,75.93,0,0.00,0.00,9,90.44,66.71,225,108.22,74.33,766,126.18,76.13,384,142.12,76.30,29,160.76,75.13,3,194.80,42.49,43,123.92,65.27,243,125.57,71.36,1216,128.66,76.27
1101231,高雄岡山,1288,124.54,74.63,1224,124.97,75.08,2,71.50,47.30,37,89.20,62.53,288,108.20,74.23,679,125.60,75.42,257,142.10,75.03,25,159.90,68.27,0,0.00,0.00,0,0.00,0.00,364,124.50,71.93,924,124.55,75.70
1101231,高雄市,865,120.76,74.17,821,121.42,74.45,0,0.00,0.00,14,91.11,66.70,230,108.14,74.10,498,123.86,74.84,93,141.16,73.29,1,160.00,67.60,0,0.00,0.00,29,115.02,68.87,316,123.52,71.86,549,119.16,75.54
1101231,臺南市,528,120.40,72.63,498,120.77,73.07,0,0.00,0.00,12,92.54,67.82,179,108.52,73.20,256,124.43,73.19,63,140.69,72.33,4,161.75,67.74,0,0.00,0.00,14,119.46,62.14,109,122.73,69.88,419,119.80,73.37
1101231,臺南安南,1232,123.20,76.30,1193,123.38,76.47,2,57.50,23.00,21,90.62,70.64,316,108.05,75.19,675,125.20,76.81,202,141.30,77.01,13,161.12,76.67,3,156.33,56.66,0,0.00,0.00,147,126.28,71.24,1085,122.78,77.01
1101231,雲林縣,2527,118.02,72.46,2259,120.48,73.39,0,0.00,0.00,187,89.15,67.61,787,108.05,73.53,1216,124.14,73.99,256,141.34,70.57,17,166.39,63.75,0,0.00,0.00,64,102.39,49.68,678,123.78,69.86,1849,115.90,73.47
1101231,嘉義縣,783,118.61,74.55,702,122.11,75.37,0,0.00,0.00,71,89.00,66.60,221,107.30,74.80,369,124.70,75.30,112,142.80,76.40,0,0.00,0.00,0,0.00,0.00,10,83.50,51.20,129,121.90,71.80,654,117.97,75.11
1101231,嘉義市,836,121.95,74.94,812,122.46,75.26,0,0.00,0.00,18,90.36,67.97,220,108.07,74.46,475,124.78,75.47,117,140.08,75.66,3,163.00,58.33,1,179.60,51.60,2,109.10,38.00,116,122.65,70.12,720,121.83,75.72
1101231,南投縣,2291,124.40,75.09,2203,124.26,75.51,0,0.00,0.00,18,90.86,70.36,482,109.41,75.75,1313,124.24,75.79,408,141.87,74.51,23,163.15,74.65,0,0.00,0.00,47,125.04,57.06,476,128.28,70.74,1815,123.39,76.28
